SOURCE OF WATER,WATER SYSTEM,PFAS RESULT,POTENTIAL PFAS USER,INDICATOR SCORE,DISTANCE
SW,MOREHEAD UTILITY PLANT BOARD,ND,GUARDIAN AUTOMOTIVE - MOREHEAD PLANT,50,3.313192935
SWP,NORTH NELSON WATER DISTRICT,NS,RELADYNE,75,3.302211851
SW,MOREHEAD STATE UNIVERSITY,2.71,GUARDIAN AUTOMOTIVE - MOREHEAD PLANT,50,3.301216755
SWP,BOONE-FLORENCE WATER COMMISSION,NS,GE ALSTOM POWER,50,3.291897495
SWP,FLORENCE WATER & SEWER,NS,GE ALSTOM POWER,50,3.291897495
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,HAUSNER HARD-CHROME OF KENTUCKY,50,3.284923419
SWP,RACELAND WATER SYSTEM,NS,PREGIS INNOVATIVE PACKAGING INC,50,3.275767358
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,TRACE DIE CAST INC,50,3.273415758
SWP,SO ANDERSON WATER DISTRICT,NS,GENERAL CABLE CORP,25,3.241213866
GW,CAMP TURNABOUT,NS,RONAN ENGINEERING CO,25,3.233252183
GW,CAMP TURNABOUT,NS,THUSSENKRUPP ROTHE ERDE USA INC,50,3.217779652
GW,CARROLL CO WATER DISTRICT-Ghent,1.09,DOW SILICONES CORP,100,3.216022519
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,ANDREWS LASER WORKS,25,3.198208396
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,HENDRICK SCREEN CO,50,3.197760117
SWP,NORTH NELSON WATER DISTRICT,NS,NPR OF AMERICA CORP,25,3.182630207
GW,CAITLAN & FRIENDS,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-HK,25,3.164078524
SWP,UNION COUNTY WATER DISTRICT,NS,MORGANFIELD ADHESIVE PLANT,50,3.159439884
SWP,MEADE COUNTY WATER DISTRICT,NS,MONUMENT CHEMICAL KENTUCKY LLC,100,3.157895799
SWP,SEBREE WATER DEPARTMENT,NS,BIG RIVERS ELECTRIC CORP REID/GREEN/HMP&L STATION II,25,3.156153064
SW,CORBIN UTILITIES COMMISSION,NS,CTA ACOUSTICS INC,25,3.151403415
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,ANDREWS LASER WORKS,25,3.150132629
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,IPSCO TUBULARS (KENTUCKY) INC,50,3.142946016
GW,HAWESVILLE WATER WORKS,ND,SOUTHWIRE CO KENTUCKY PLANT,50,3.140756136
SW,CENTURY ALUMINUM SEBREE LLC,NS,PHOENIX FABRICATORS & ERECTORS INC,50,3.140564523
SW,MT STERLING WATER WORKS,NS,MASCO CABINETRY LLC (FORMERLY MASCO BUILDER CABINET GROUP),25,3.127491064
SW,RICHMOND UTILITIES,NS,MIKRON INDUSTRIES INC,50,3.123306243
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,MARCUS PAINT CO,100,3.115751177
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,GRUPO ANTOLIN KENTUCKY,25,3.106836458
SWP,LEWISBURG WATER WORKS,NS,LOGAN ALUMINUM INC,50,3.094073565
GW,LEWISPORT MUNICIPAL WATER WORKS,NS,ALERIS ROLLED PRODUCTS INC,50,3.093915997
SWP,MAMMOTH CAVE/CENTRAL SYSTEM,NS,KENTUCKY CHROME WORKS,50,3.088018621
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,IPSCO TUBULARS (KENTUCKY) INC,50,3.086979777
GW,BRANDENBURG WATER WORKS,8.61,MONUMENT CHEMICAL KENTUCKY LLC,100,3.08679317
SWP,NORTH HOPKINS WATER DISTRICT,NS,AHLSTROM-MIUNKSJO FILTRATION LLC,25,3.075650608
SWP,LAKE VILLAGE WATER ASSOCIATION,NS,KENTUCKY UTILITIES CO - E W BROWN STATION,25,3.075321727
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,DART POLYMERS INC,100,3.069221365
SWP,CAVELAND ENVIRONMENTAL AUTHORITY,NS,T MARZETTI CO,25,3.064264908
SWP,BOONE-FLORENCE WATER COMMISSION,NS,OBARA CORP USA,25,3.057724247
SWP,FLORENCE WATER & SEWER,NS,OBARA CORP USA,25,3.057724247
SW,MORGANFIELD WATER WORKS,13.58,MORGANFIELD ADHESIVE PLANT,50,3.052594578
GWP,S E DAVIESS CO WATER DISTRICT,NS,OWENSBORO SPECIALTY POLYMERS INC,100,3.034176075
GWP,WEST DAVIESS CO WATER DISTRICT,NS,OWENSBORO SPECIALTY POLYMERS INC,100,3.034176075
SWP,MARION COUNTY WATER DISTRICT,NS,HENDRICKSON TRUCK SUSPENSION SYSTEMS,25,3.024643873
SW,SOMERSET WATER SERVICE,NS,UGN INC,25,3.016324572
GW,CARROLL CO WATER DISTRICT #1,ND,LOGAN ALUMINUM INC,50,3.012453379
SW,CORBIN UTILITIES COMMISSION,NS,KOWA KENTUCKY  INC,50,3.010677905
SW,BUTLER COUNTY WATER SYSTEM INC,NS,REAL ALLOY RECYCLING LLC,50,2.996082527
SWP,BUTLER WATER WORKS,NS,REAL ALLOY RECYCLING LLC,50,2.996082527
GW,CAMP TURNABOUT,NS,FIRESTONE BUILDING PRODUCTS,50,2.991583697
SWP,SEBREE WATER DEPARTMENT,NS,AMG ALUMINUM NA LLC,50,2.98924946
SWP,BOONE-FLORENCE WATER COMMISSION,NS,MEYER TOOL INC,25,2.988340551
SWP,FLORENCE WATER & SEWER,NS,MEYER TOOL INC,25,2.988340551
SW,MORGANTOWN WATER SYSTEM,NS,REAL ALLOY RECYCLING LLC,50,2.979970601
SWP,BOONE-FLORENCE WATER COMMISSION,NS,WELDING ALLOYS USA INC,25,2.963472527
SWP,FLORENCE WATER & SEWER,NS,WELDING ALLOYS USA INC,25,2.963472527
GW,GARRISON QUINCY HEIGHTS WATER DISTRICT,NS,NELSON BROTHERS LLC,100,2.96094668
GW,CAMP TURNABOUT,NS,A O SMITH CORP PROTECTIVE COATINGS DIV,100,2.952407893
GW,DOMTAR PAPER BLEACHED PULP,NS,SOUTHWIRE CO KENTUCKY PLANT,50,2.95185614
GW,DOMTAR PAPER CORRUGATED ME,NS,SOUTHWIRE CO KENTUCKY PLANT,50,2.95185614
SWP,HENDERSON COUNTY WATER DISTRICT,NS,GIBBS DIE CASTING CORP,50,2.93670318
SWP,WESTERN PULASKI CO WATER DISTRICT,NS,UGN INC,25,2.930163856
SWP,WARREN COUNTY WATER DISTRICT,NS,HENNESSY INDUSTRIES INC BADA DIV,25,2.921120222
SW,MADISONVILLE LIGHT & WATER,3.3,ELECTRO CYCLE INC,50,2.917404521
SWP,NORTH LOGAN WATER DISTRICT,NS,EMERSON ELECTRIC CO,25,2.91588913
SWP,RUSSELLVILLE MUN WATER WORKS,NS,EMERSON ELECTRIC CO,25,2.91588913
GW,CAMP TURNABOUT,NS,CAMCO CHEMICAL CO INC,100,2.906222925
GW,CAMP TURNABOUT,NS,WELDING ALLOYS USA INC,25,2.894042646
SW,PRINCETON WATER & SEWER COMMISSION,NS,WYMAN GORDON CO,50,2.888342314
SWP,MORTONS GAP WATER DEPARTMENT,NS,JLOK CORP,100,2.884664512
SWP,MARION COUNTY WATER DISTRICT,NS,PORTLAND FORGE AN ALLEGHENYTE CHNOLOGY CO,50,2.874438299
SWP,REID VILLAGE WATER DISTRICT,NS,KEY OIL CO MOUNT STERLING BULK PLANT,75,2.870810682
SW,PRINCETON WATER & SEWER COMMISSION,NS,TREEHOUSE FOODS,25,2.867972765
SWP,SO ANDERSON WATER DISTRICT,NS,FLORIDA TILE INC,50,2.847447052
SW,LAWRENCEBURG WATER & SEWER DEPT,NS,FLORIDA TILE INC,50,2.847328947
SWP,JUDY WATER ASSOCIATION,NS,COOPER STANDARD AUTOMOTIVE,50,2.838997931
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,CREOSALUS INC,100,2.822561493
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,SEGEPO-FSM INC,50,2.793161801
SW,VERSAILLES WATER SYSTEM,NS,LEDVANCE LLC,50,2.787672096
SWP,JUDY WATER ASSOCIATION,NS,MASCO CABINETRY LLC (FORMERLY MASCO BUILDER CABINET GROUP),25,2.785014997
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,SEGEPO-FSM INC,50,2.781900145
SWP,DRY RIDGE WATER WORKS COMMISSION,NS,GOTEC PLUS SUN LLC,50,2.780786418
SW,GREENUP WATER SYSTEM,2.47,PREGIS INNOVATIVE PACKAGING INC,50,2.780158445
GW,MURRAY WATER SYSTEM,ND,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,2.765580169
SWP,NORTH LOGAN WATER DISTRICT,NS,DARLING INGREDIENTS INC,25,2.763033507
SWP,RUSSELLVILLE MUN WATER WORKS,NS,DARLING INGREDIENTS INC,25,2.763033507
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,MODERN WELDING CO OF OWENSBORO INC,50,2.746506642
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,OWENSBORO GRAIN CO LLC,25,2.736764941
SWP,SIMPSON COUNTY WATER DISTRICT,NS,FRANKLIN PRECISION INDUSTRY,25,2.709173857
GWP,S E DAVIESS CO WATER DISTRICT,NS,OWENSBORO GRAIN BIODIESEL LLC,100,2.699004652
GWP,WEST DAVIESS CO WATER DISTRICT,NS,OWENSBORO GRAIN BIODIESEL LLC,100,2.699004652
GWP,S E DAVIESS CO WATER DISTRICT,NS,HENDRICK SCREEN CO,50,2.697895129
GWP,WEST DAVIESS CO WATER DISTRICT,NS,HENDRICK SCREEN CO,50,2.697895129
SW,BEREA MUNICIPAL UTILITIES,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-BEREA KY,25,2.691996388
SW,PRINCETON WATER & SEWER COMMISSION,NS,HYDRO GEAR,25,2.686252066
SWP,SO ANDERSON WATER DISTRICT,NS,YKK (USA) INC SNAP & BUTTON PRODUCTS,50,2.684383712
GWP,S E DAVIESS CO WATER DISTRICT,NS,HAUSNER HARD-CHROME OF KENTUCKY,50,2.681826764
GWP,WEST DAVIESS CO WATER DISTRICT,NS,HAUSNER HARD-CHROME OF KENTUCKY,50,2.681826764
GW,HAWESVILLE WATER WORKS,ND,PRECOAT METALS,50,2.672228239
SW,FRANKFORT PLANT BOARD,1.35,NASHVILLE WIRE PRODUCTS,50,2.668073779
SWP,MAMMOTH CAVE/CENTRAL SYSTEM,NS,T MARZETTI CO,25,2.661823614
SWP,BOONE-FLORENCE WATER COMMISSION,NS,THUSSENKRUPP ROTHE ERDE USA INC,50,2.652473931
SWP,FLORENCE WATER & SEWER,NS,THUSSENKRUPP ROTHE ERDE USA INC,50,2.652473931
SWP,MUHLENBERG CO WATER DISTRICT,NS,US ARMY NATIONAL GUARD WENDELL FORD TRAINING CENTER RANGES,25,2.652265035
SWP,MUHLENBERG CO WATER DISTRICT #3,NS,US ARMY NATIONAL GUARD WENDELL FORD TRAINING CENTER RANGES,25,2.652265035
SW,GREENUP WATER SYSTEM,2.47,VEOLIA WURTLAND PLANT,100,2.651645025
SWP,WARREN COUNTY WATER DISTRICT,NS,TRACE DIE CAST INC,50,2.638230579
SWP,HENDERSON COUNTY WATER DISTRICT,NS,TEKNOR COLOR COMPANY/TEKNOR PE RFORMANCE ELASTOMERS,100,2.629009404
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,OWENSBORO GRAIN BIODIESEL LLC,100,2.628973568
GW,MURRAY WATER SYSTEM,ND,PELLA CORP - MURRAY OPERATIONS,50,2.614090197
SWP,BOONE-FLORENCE WATER COMMISSION,NS,RONAN ENGINEERING CO,25,2.613620515
SWP,FLORENCE WATER & SEWER,NS,RONAN ENGINEERING CO,25,2.613620515
SWP,SOUTHEASTERN WATER ASSOC/NELSON VALLEY,NS,CONTINENTAL REFINING CO LLC,75,2.608791394
GW,KENTUCKY BEACH RESORT,NS,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,2.606011834
GWP,MURRAY WATER DISTRICT #2,NS,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,2.606011834
GW,PARADISE RESORT,NS,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,2.606011834
SW,FRANKFORT PLANT BOARD,1.35,GREENHECK FAN CORP KENTUCKY,25,2.597728198
SW,FRANKFORT PLANT BOARD,1.35,TOPY AMERICA INC,25,2.597691235
SWP,HENDERSON COUNTY WATER DISTRICT,NS,ACCURIDE CORP,25,2.592927968
SW,BEREA MUNICIPAL UTILITIES,NS,NOVELIS INC,50,2.587619848
GWP,DOE VALLEY UTILITIES INC,NS,MONUMENT CHEMICAL KENTUCKY LLC,100,2.582502736
SW,DANVILLE CITY WATER WORKS,NS,DENYO MANUFACTURING CORP,25,2.580403697
SWP,HENDERSON COUNTY WATER DISTRICT,NS,SONOCO PRODUCTS,50,2.577325464
SW,PERDUE FARMS INC,1.01,DAICEL SAFETY SYSTEMS AMERICA LLC,25,2.568416781
SWP,BOONE-FLORENCE WATER COMMISSION,NS,FIRESTONE BUILDING PRODUCTS,50,2.565625044
SWP,FLORENCE WATER & SEWER,NS,FIRESTONE BUILDING PRODUCTS,50,2.565625044
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,ARKEMA INC,100,2.561389005
GW,CAMP TURNABOUT,NS,EAGLE MANUFACTURING LLC,25,2.560321209
GW,CAMP TURNABOUT,NS,ROBERT BOSCH AUTOMOTIVE STEERING LLC,25,2.521203347
SWP,EAST LAUREL WATER DISTRICT,NS,ACCENT MARBLE INC,50,2.515130636
SWP,WEST LAUREL WATER ASSOC INC,NS,ACCENT MARBLE INC,50,2.515130636
SWP,BRONSTON WATER ASSOCIATON INC,NS,KINGSFORD MANUFACTURING CO,100,2.511439183
SW,FRANKFORT PLANT BOARD,1.35,MITSUI KINZOKU CATALYSTS AMERICA INC,25,2.510180373
SWP,BOONE-FLORENCE WATER COMMISSION,NS,A O SMITH CORP PROTECTIVE COATINGS DIV,100,2.49644871
SWP,FLORENCE WATER & SEWER,NS,A O SMITH CORP PROTECTIVE COATINGS DIV,100,2.49644871
SWP,FLEMING CO WATER ASSOCIATION,NS,RIDLEY BLOCK OPERATIONS,25,2.489728178
GW,DOMTAR PAPER BLEACHED PULP,NS,PRECOAT METALS,50,2.480923138
GW,DOMTAR PAPER CORRUGATED ME,NS,PRECOAT METALS,50,2.480923138
SWP,BOONE-FLORENCE WATER COMMISSION,NS,GIVAUDAN FLAVORS CORP,25,2.45987833
SWP,FLORENCE WATER & SEWER,NS,GIVAUDAN FLAVORS CORP,25,2.45987833
GW,CAMP TURNABOUT,NS,MUBEA INC,50,2.459463909
GW,KENTUCKY BEACH RESORT,NS,PELLA CORP - MURRAY OPERATIONS,50,2.456524144
GWP,MURRAY WATER DISTRICT #2,NS,PELLA CORP - MURRAY OPERATIONS,50,2.456524144
GW,PARADISE RESORT,NS,PELLA CORP - MURRAY OPERATIONS,50,2.456524144
GW,CAMP TURNABOUT,NS,CELANESE ENGINEERED MATERIALS,100,2.455577362
SWP,FLATWOODS WATER COMPANY,NS,AK STEEL CORP,50,2.454894348
SW,BARDSTOWN MUNICIPAL WATER DEPT,ND,NPR OF AMERICA CORP,25,2.454595749
SW,GLASGOW WATER COMPANY,NS,FELKER BROTHERS,50,2.419555553
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,BEKAERT CORP,50,2.410789795
SWP,HENDERSON COUNTY WATER DISTRICT,NS,AUDUBON METALS LLC,50,2.403556653
SWP,SO WOODFORD CO WATER DISTRICT,NS,LEDVANCE LLC,50,2.402792957
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,EMHART TEKNOLOGIES,50,2.400280673
SW,HENDERSON WATER UTILITY/NORTH,14.03,ACCURIDE CORP,25,2.398901347
SW,HENDERSON WATER UTILITY/SOUTH,ND,ACCURIDE CORP,25,2.398901347
SWP,BOONE-FLORENCE WATER COMMISSION,NS,CAMCO CHEMICAL CO INC,100,2.396800013
SWP,FLORENCE WATER & SEWER,NS,CAMCO CHEMICAL CO INC,100,2.396800013
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,25,2.365321255
SW,BARDSTOWN MUNICIPAL WATER DEPT,ND,RELADYNE,75,2.346513333
SWP,LEDBETTER WATER DISTRICT,ND,ARCOSA MARINE PRODUCTS INC PLT 1245,50,2.343494155
SWP,CENTERTOWN WATER SYSTEM,NS,THE WESTERN KENTUCKY COAL CO - GENESIS MINE,75,2.334410259
SWP,EAST PENDLETON WATER DISTRICT,NS,HAMMER STRENGTH,50,2.330736933
GW,RED RIVER ROCKHOUSE,NS,CATALENT PHARMA SOLUTIONS,100,2.324969757
GW,RED RIVER ROCKHOUSE,NS,BODYCOTE - WINCHESTER,50,2.32188609
GW,CAMP TURNABOUT,NS,M-I LLC SWECO DIV,25,2.314893369
GW,CAMP TURNABOUT,NS,ARISTECH SURFACES LLC,50,2.302968747
GW,CAMP TURNABOUT,NS,ARISTECH SURFACES LLC,50,2.302968747
SWP,TRENTON WATER WORKS,NS,KOPPERS INC (GUTHRIE),50,2.300676654
GW,CAMP TURNABOUT,NS,GIVAUDAN FLAVORS CORP,25,2.285193795
SW,GRAYSON UTILITY COMMISSION,NS,THE SMITHFIELD PACKAGED MEATS CORP - GRAYSON,25,2.276539156
SW,BEREA MUNICIPAL UTILITIES,NS,HYSTER YALE GROUP INC,25,2.263389967
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,SONOCO PROTECTIVE SOLUTIONS INC,50,2.262172627
SWP,WARREN COUNTY WATER DISTRICT,NS,HOLLEY PERFORMANCE PRODUCTS,25,2.258048074
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,CC METALS & ALLOYS LLC,50,2.250561747
GW,CITY OF SOUTH SHORE WATER WORKS,66.67,HARBISONWALKER INTERNATIONAL INC,50,2.250241844
SWP,PENDLETON CO WATER DISTRICT #1 / NORTH,NS,HAMMER STRENGTH,50,2.247210285
SWP,PENDLETON CO WATER DISTRICT #1/SOUTH,NS,HAMMER STRENGTH,50,2.247210285
SW,GLASGOW WATER COMPANY,NS,LSC COMMUNICATIONS / GLASGOW,25,2.234417404
GW,CAMP TURNABOUT,NS,SOUTHERN GRAPHIC SYSTEMS LLC,25,2.225827948
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,GREENFIELD GLOBAL USA INC,100,2.216944928
GW,CARROLL CO WATER DISTRICT-Ghent,1.09,CERTAINEED GYPSUM,50,2.215548807
SWP,CALDWELL COUNTY WATER DISTRICT,NS,WYMAN GORDON CO,50,2.213925871
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,SWIFT & CO,25,2.196442381
SWP,SO ANDERSON WATER DISTRICT,NS,GENERAL CABLE CORP,25,2.189793664
SW,LAWRENCEBURG WATER & SEWER DEPT,NS,GENERAL CABLE CORP,25,2.18968513
SW,GREEN RIVER VALLEY WATER DISTRICT,NS,T MARZETTI CO,25,2.185564917
SWP,HORSE CAVE WATER SYSTEM,NS,T MARZETTI CO,25,2.185564917
SWP,EAST LOGAN WATER DISTRICT,NS,EMERSON ELECTRIC CO,25,2.183550179
SWP,VANCEBURG ELECTRIC PLANT BOARD,1.4,SUPERIOR VANCEBURG COMPOSITES LLC,50,2.181638442
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,U S SMOKELESS TOBACCO CO,25,2.174747241
SW,PRESTONSBURG CITY UTILITIES,NS,ACTION PETROLEUM CO LTD,75,2.173634388
GW,CAMP TURNABOUT,NS,CRANE COMPOSITES INC,50,2.155417638
SW,FRANKFORT PLANT BOARD,1.35,HAYASHI TELEMPU NA,25,2.154713259
SW,DANVILLE CITY WATER WORKS,NS,INTELLIGRATED SYSTEMS LLC,25,2.153982107
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,EVONIK CORP,100,2.120024669
SW,DANVILLE CITY WATER WORKS,NS,DANA SEALING MANUFACTURING LLC,50,2.109408303
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,SUPERIOR GRAPHITE CO,50,2.101141938
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,HUNTER DOUGLAS,50,2.095631543
GW,RED RIVER ROCKHOUSE,NS,WINCHESTER FARMS DAIRY,25,2.081116859
SWP,CALDWELL COUNTY WATER DISTRICT,NS,TREEHOUSE FOODS,25,2.051791568
SWP,SOUTHERN MADISON WATER DISTRICT,NS,HYSTER YALE GROUP INC,25,2.049980765
SWP,BOONE-FLORENCE WATER COMMISSION,NS,SOUTHERN GRAPHIC SYSTEMS LLC,25,2.042544988
SWP,FLORENCE WATER & SEWER,NS,SOUTHERN GRAPHIC SYSTEMS LLC,25,2.042544988
SW,FALMOUTH WATER DEPARTMENT,1.24,HAMMER STRENGTH,50,2.040225114
SWP,BOONE-FLORENCE WATER COMMISSION,NS,CELANESE ENGINEERED MATERIALS,100,2.039008311
SWP,FLORENCE WATER & SEWER,NS,CELANESE ENGINEERED MATERIALS,100,2.039008311
SWP,BOONE-FLORENCE WATER COMMISSION,NS,MUBEA INC,50,2.030176984
SWP,FLORENCE WATER & SEWER,NS,MUBEA INC,50,2.030176984
SW,BURNSIDE WATER COMPANY,NS,KINGSFORD MANUFACTURING CO,100,2.026386429
GW,RED RIVER ROCKHOUSE,NS,CONTECH ENGINEERED SOLUTIONS LLC,50,2.011333583
SW,MANCHESTER WATER WORKS,NS,FCI MANCHESTER,25,1.990115245
SWP,RUSSELL SPRINGS WATER & SEWER,NS,SUPERIOR BATTERY MANUFACTURING CO INC,25,1.986771952
SWP,BOONE-FLORENCE WATER COMMISSION,NS,JOHNSON CONTROLS BATTERY GROUP LLC,50,1.984876947
SWP,FLORENCE WATER & SEWER,NS,JOHNSON CONTROLS BATTERY GROUP LLC,50,1.984876947
SWP,JUDY WATER ASSOCIATION,NS,KEY OIL CO MOUNT STERLING BULK PLANT,75,1.970154057
GW,HICKMAN WATER DEPARTMENT,NS,INSTEEL WIRE PRODUCTS,50,1.969845527
SWP,BOONE-FLORENCE WATER COMMISSION,NS,ARISTECH SURFACES LLC,50,1.968515558
SWP,BOONE-FLORENCE WATER COMMISSION,NS,ARISTECH SURFACES LLC,50,1.968515558
SWP,FLORENCE WATER & SEWER,NS,ARISTECH SURFACES LLC,50,1.968515558
SWP,FLORENCE WATER & SEWER,NS,ARISTECH SURFACES LLC,50,1.968515558
SWP,BRONSTON WATER ASSOCIATON INC,NS,JOHN S COOPER POWER STATION,25,1.967707924
SWP,BOONE-FLORENCE WATER COMMISSION,NS,EAGLE MANUFACTURING LLC,25,1.957227756
SWP,FLORENCE WATER & SEWER,NS,EAGLE MANUFACTURING LLC,25,1.957227756
SWP,SOUTHERN MADISON WATER DISTRICT,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-BEREA KY,25,1.935722725
SWP,NORTH LOGAN WATER DISTRICT,NS,CARPENTER CO,50,1.935311253
SWP,RUSSELLVILLE MUN WATER WORKS,NS,CARPENTER CO,50,1.935311253
GWP,GRAVES CO WATER DIST - CONSUMERS,NS,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
GW,GRAVES CO WATER DIST - FANCY FARM,NS,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
GWP,GRAVES CO WATER DIST - HARDEMAN,NS,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
GW,GRAVES CO WATER DIST - HICKORY,ND,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
GW,GRAVES CO WATER DIST - SEDALIA,NS,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
GW,GRAVES CO WATER DIST - SOUTH GRAVES,ND,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
GW,MAYFIELD ELECTRIC & WATER,ND,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,1.914197936
SWP,BIG SANDY WATER DISTRICT,NS,CATLETTSBURG REFINING LLC,75,1.912350005
SW,SOMERSET WATER SERVICE,NS,CONTINENTAL REFINING CO LLC,75,1.907796816
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,WESTLAKE VINYLS INC,100,1.88555773
SW,RUSSELL WATER COMPANY,22.33,AK STEEL CORP,50,1.880462052
SW,GREEN RIVER VALLEY WATER DISTRICT,NS,KENTUCKY CHROME WORKS,50,1.879768526
SWP,HORSE CAVE WATER SYSTEM,NS,KENTUCKY CHROME WORKS,50,1.879768526
SWP,FORDSVILLE WATER DISTRICT,NS,NOF - FORDSVILLE,25,1.870970838
SWP,SOUTHERN MADISON WATER DISTRICT,NS,NOVELIS INC,50,1.866838841
SW,GLASGOW WATER COMPANY,NS,FEDERAL-MOGUL MOTORPARTS CORP,25,1.86546136
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,VALOR LLC,75,1.864575015
SWP,CHRISTIAN CO WATER DISTRICT,NS,U S SMOKELESS TOBACCO CO,25,1.862573479
SWP,BOONE-FLORENCE WATER COMMISSION,NS,CRANE COMPOSITES INC,50,1.852151146
SWP,FLORENCE WATER & SEWER,NS,CRANE COMPOSITES INC,50,1.852151146
SW,FLEMINGSBURG UTILITY SYSTEM,NS,RIDLEY BLOCK OPERATIONS,25,1.841202297
SW,BARDSTOWN MUNICIPAL WATER DEPT,ND,TOWER AUTOMOTIVE,25,1.831132507
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,ISP CHEMICALS LLC,100,1.826150636
GW,CAMP TURNABOUT,NS,JOHNSON CONTROLS BATTERY GROUP LLC,50,1.82280216
SW,BEECH FORK WATER COMMISSION,NS,MERIDIAN BRICK - STANTON PLANT,50,1.796256721
SWP,BOONE-FLORENCE WATER COMMISSION,NS,M-I LLC SWECO DIV,25,1.782978533
SWP,FLORENCE WATER & SEWER,NS,M-I LLC SWECO DIV,25,1.782978533
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,CYMETECH CORP,100,1.768669287
GW,CALVERT CITY MUNICIPAL WATER DEPARTMENT,ND,LUBRIZOL ADVANCED MATERIALS INC,100,1.768669287
SWP,EAST LOGAN WATER DISTRICT,NS,CARPENTER CO,50,1.767013539
SW,GLASGOW WATER COMPANY,NS,NEMAK; GLASGOW PLANT #2,25,1.75785989
SW,PARIS WATER WORKS,NS,ENNIS FLINT - PARIS,100,1.756100091
SW,GLASGOW WATER COMPANY,NS,NEMAK GLASGOW PLANT #1,50,1.743164163
SWP,WESTERN PULASKI CO WATER DISTRICT,NS,CONTINENTAL REFINING CO LLC,75,1.741362509
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,EBONITE INTERNATIONAL INC,50,1.739526464
SW,SHELBYVILLE WATER & SEWER COMMISSION,NS,REVERE PACKAGING LLC,50,1.73586225
GW,WICKLIFFE MUNICIPAL WATER SYSTEM,ND,INGEVITY VIRGINIA CORP-WICKLIFFE CARBON PLANT,100,1.727805574
SW,BARDSTOWN MUNICIPAL WATER DEPT,ND,TOWER AUTOMOTIVE INC,25,1.722925326
SWP,SIMPSON COUNTY WATER DISTRICT,NS,COVALENCE ADHESIVES,50,1.716225156
SWP,BOONE-FLORENCE WATER COMMISSION,NS,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,25,1.705691253
SWP,FLORENCE WATER & SEWER,NS,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,25,1.705691253
